Name,API Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),vCPUs,GiB of Memory per vCPU,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz)
R8I Metal-96xl,r8i.metal-96xl,r8i,"9,497,310.332",Memory optimized,172.0 fps,3072 GiB,7200 MT/s,Yes,6,28,32,64,516013 MB,480.0 MB,Yes,0 units,384 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Granite Rapids),3.9 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,100 Gigabit,80000 Mbps,10000 MB/s,480000 IOPS,80000 Mbps,10000 MB/s,480000 IOPS,Yes,1536,24,Yes,Yes,Yes,Yes,Unknown,No,,$26.6726 hourly,,$4.9839 hourly,$7.5228 hourly,$34.391 hourly,,$8.6703 hourly,$12.8729 hourly,$26.7976 hourly,,$5.1089 hourly,$9.3115 hourly,$44.3366 hourly,,$20.3313 hourly,$20.3313 hourly,$29.34 hourly,,$50.8262 hourly,,$90.4166 hourly,,$188.3366 hourly,,$33.1622 hourly,,$72.7526 hourly,,$170.6726 hourly,,5-10%,,current,,,No,5.71x,,,,,,
I7IE 48xlarge,i7ie.48xlarge,i7ie,"4,036,157.242",Storage optimized,279.0 fps,1536 GiB,5600 MT/s,Yes,2,21,48,96,761900 MB,320.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,Yes,Yes,Yes,Yes,120000 GB (16×7500 GB NVMe SSD),Yes,Yes,x86_64,100 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$24.9504 hourly,,$6.5744 hourly,$7.9731 hourly,$28.8096 hourly,,$8.4176 hourly,$13.0498 hourly,$25.0754 hourly,,$6.6994 hourly,$11.3316 hourly,$33.7824 hourly,,$13.4069 hourly,$14.9945 hourly,$27.445 hourly,,$37.0272 hourly,,$56.8224 hourly,,$105.7824 hourly,,$28.1952 hourly,,$47.9904 hourly,,$96.9504 hourly,,<5%,,current,,,No,9.27x,,,,,,
I7IE Metal-48xl,i7ie.metal-48xl,i7ie,"4,216,536.73",Storage optimized,284.0 fps,1536 GiB,5600 MT/s,Yes,2,21,48,96,773965 MB,320.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,Yes,Yes,Yes,Yes,120000 GB (16×7500 GB NVMe SSD),Yes,Yes,x86_64,100 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$24.9504 hourly,,$4.9756 hourly,$6.6929 hourly,$28.8096 hourly,,$6.8188 hourly,$13.2394 hourly,$25.0754 hourly,,$5.1006 hourly,$11.5212 hourly,$33.7824 hourly,,$13.4041 hourly,$14.9686 hourly,$27.445 hourly,,$37.0272 hourly,,$56.8224 hourly,,$105.7824 hourly,,$28.1952 hourly,,$47.9904 hourly,,$96.9504 hourly,,<5%,,current,,,No,9.46x,,,,,,
TRN1N 32xlarge,trn1n.32xlarge,trn1n,"2,151,170.119",Machine Learning ASIC Instances,222.0 fps,512 GiB,3200 MT/s,Yes,2,20,32,64,253925 MB,54.0 MB,Yes,0 units,128 vCPUs,4.00 GiB/vCPU,16,AWS Inferentia,512 GiB,0,0,0.0000 units,Intel Xeon Scalable (Icelake),3.5 GHz,Yes,Yes,Yes,Yes,7600 GB (4×1900 GB NVMe SSD),Yes,Yes,x86_64,16x 100 Gigabit,80000 Mbps,10000 MB/s,260000 IOPS,80000 Mbps,10000 MB/s,260000 IOPS,Yes,4000,80,Yes,Yes,Yes,Yes,Unknown,No,,$24.78 hourly,$15.2471 hourly,$4.6259 hourly,$4.6259 hourly,$26.0088 hourly,$16.4759 hourly,$5.8547 hourly,$5.8547 hourly,$24.905 hourly,$15.307 hourly,$4.7509 hourly,$4.7509 hourly,,,,,$23.65 hourly,$14.552 hourly,,,,,,,,,,,,,>20%,,current,,,No,7.40x,,,,,,
P3 High Performance GPU 16xlarge Extra Large,p3.16xlarge,p3,,GPU instance,,488 GiB,,,,,,,,,,201 units,64 vCPUs,7.63 GiB/vCPU,8,NVIDIA Tesla V100,128 GiB,7,0,3.1406 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,25 Gigabit,14000 Mbps,1750 MB/s,80000 IOPS,14000 Mbps,1750 MB/s,80000 IOPS,No,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$24.48 hourly,,$4.0351 hourly,$5.1253 hourly,$26.067 hourly,,$4.7261 hourly,$7.334 hourly,$24.58 hourly,,$4.1351 hourly,$6.743 hourly,$27.424 hourly,,$5.8822 hourly,$6.555 hourly,$26.928 hourly,,,,,,,,,,,,,,>20%,$0.27 hourly,current,,,,,,,,,,
I8GE 48xlarge,i8ge.48xlarge,i8ge,"5,487,282.081",Storage optimized,277.0 fps,1536 GiB,,Yes,2,20,96,96,760402 MB,36.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,,,,,120000 GB (16×7500 GB NVMe SSD),Yes,Yes,arm64,300 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,1200,24,Yes,Yes,Yes,Yes,Unknown,No,,$22.7808 hourly,,$4.201 hourly,$10.8947 hourly,$26.64 hourly,,$6.0442 hourly,$24.624 hourly,$22.9058 hourly,,$4.326 hourly,$22.9058 hourly,,,,,$18.121 hourly,,,,,,,,,,,,,,<5%,,current,,,No,9.23x,,,,,,
I8GE Metal-48xl,i8ge.metal-48xl,i8ge,"5,578,152.237",Storage optimized,164.0 fps,1536 GiB,,Yes,2,100,96,96,772564 MB,36.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,,,,,120000 GB (16×7500 GB NVMe SSD),Yes,Yes,arm64,300 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,1200,24,Yes,Yes,Yes,Yes,Unknown,No,,$22.7808 hourly,,$4.2108 hourly,$9.3221 hourly,$26.64 hourly,,$6.054 hourly,$21.3915 hourly,$22.9058 hourly,,$4.3358 hourly,$19.6733 hourly,,,,,$18.121 hourly,,,,,,,,,,,,,,<5%,,current,,,No,5.45x,,,,,,
P4D Highest Performance GPU 24xlarge,p4d.24xlarge,p4d,"1,593,360.996",GPU instance,,1152 GiB,2933 MT/s,Yes,2,21,24,48,574363 MB,35.0 MB,Yes,345 units,96 vCPUs,12.00 GiB/vCPU,8,NVIDIA A100,320 GiB,8,0,3.5938 units,Intel Xeon Platinum 8275L,3 GHz,Yes,Yes,Yes,Yes,8000 GB (8×1000 GB NVMe SSD),Yes,Yes,x86_64,4x 100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,3000,60,Yes,Yes,Yes,Yes,Unknown,No,,$21.9576 hourly,$13.9211 hourly,$9.7263 hourly,$11.911 hourly,$24.3384 hourly,$16.3019 hourly,$10.7631 hourly,$14.2421 hourly,$22.0826 hourly,$13.981 hourly,$9.8513 hourly,$13.3303 hourly,,,,,$24.153 hourly,$15.313 hourly,,,,,,,,,,,,,>20%,,current,"Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere",27.1°C,,,0.0W,0.0W,763 MHz,763 MHz,1215 MHz,838 MHz
TRN1 32xlarge,trn1.32xlarge,trn1,"2,177,889.319",Machine Learning ASIC Instances,221.0 fps,512 GiB,3200 MT/s,Yes,2,20,32,64,253925 MB,54.0 MB,Yes,0 units,128 vCPUs,4.00 GiB/vCPU,16,AWS Inferentia,512 GiB,0,0,0.0000 units,Intel Xeon Scalable (Icelake),Up to 3.5 GHz,Yes,Yes,Yes,Yes,7600 GB (4×1900 GB NVMe SSD),Yes,Yes,x86_64,8x 100 Gigabit,80000 Mbps,10000 MB/s,260000 IOPS,80000 Mbps,10000 MB/s,260000 IOPS,Yes,2000,40,Yes,Yes,Yes,Yes,Unknown,No,,$21.50 hourly,$13.229 hourly,$3.9458 hourly,$3.9894 hourly,$22.7288 hourly,$14.4578 hourly,$5.1746 hourly,$5.2617 hourly,$21.625 hourly,$13.2889 hourly,$4.0708 hourly,$4.1579 hourly,,,,,$23.65 hourly,$14.552 hourly,,,,,,,,,,,,,<5%,,current,,,No,7.35x,,,,,,
M8I 96xlarge,m8i.96xlarge,m8i,"8,717,366.629",General purpose,309.0 fps,1536 GiB,7200 MT/s,Yes,6,28,32,64,253902 MB,480.0 MB,Yes,0 units,384 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Granite Rapids),3.9 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,100 Gigabit,80000 Mbps,10000 MB/s,480000 IOPS,80000 Mbps,10000 MB/s,480000 IOPS,Yes,1536,24,Yes,Yes,Yes,Yes,Unknown,No,,$20.3213 hourly,,$4.7801 hourly,$5.8591 hourly,$28.0397 hourly,,$8.4665 hourly,$10.8166 hourly,$20.4463 hourly,,$4.9051 hourly,$7.2552 hourly,$37.9853 hourly,,$19.6961 hourly,$19.729 hourly,$22.353 hourly,,$44.4749 hourly,,$84.0653 hourly,,$181.9853 hourly,,$26.8109 hourly,,$66.4013 hourly,,$164.3213 hourly,,<5%,,current,,,No,10.30x,,,,,,
M8I Metal-96xl,m8i.metal-96xl,m8i,"9,221,902.017",General purpose,253.0 fps,1536 GiB,7200 MT/s,Yes,6,28,32,64,257965 MB,480.0 MB,Yes,0 units,384 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Granite Rapids),3.9 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,100 Gigabit,80000 Mbps,10000 MB/s,480000 IOPS,80000 Mbps,10000 MB/s,480000 IOPS,Yes,1536,24,Yes,Yes,Yes,Yes,Unknown,No,,$20.3213 hourly,,$3.7267 hourly,$4.6175 hourly,$28.0397 hourly,,$7.4131 hourly,$10.2259 hourly,$20.4463 hourly,,$3.8517 hourly,$6.6645 hourly,$37.9853 hourly,,$19.6961 hourly,$19.6961 hourly,$22.353 hourly,,$44.4749 hourly,,$84.0653 hourly,,$181.9853 hourly,,$26.8109 hourly,,$66.4013 hourly,,$164.3213 hourly,,5-10%,,current,,,No,8.43x,,,,,,
X2IEDN 24xlarge,x2iedn.24xlarge,x2iedn,"1,637,107.776",Memory optimized,238.0 fps,3072 GiB,3200 MT/s,Yes,2,20,24,48,1542103 MB,54.0 MB,Yes,0 units,96 vCPUs,32.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Icelake),3.5 GHz,Yes,Yes,Yes,Yes,2850 GB (2×1425 GB NVMe SSD),Yes,Yes,x86_64,75 Gigabit,60000 Mbps,7500 MB/s,195000 IOPS,60000 Mbps,7500 MB/s,195000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,Yes,,$20.007 hourly,$12.3103 hourly,$3.696 hourly,$5.1297 hourly,$22.3878 hourly,$14.6911 hourly,$4.7328 hourly,$7.1475 hourly,$20.132 hourly,$12.3703 hourly,$3.821 hourly,$6.2357 hourly,$24.423 hourly,$16.7263 hourly,$6.4167 hourly,$6.4167 hourly,$29.344 hourly,$18.055 hourly,$26.0454 hourly,$18.3487 hourly,$35.943 hourly,$28.2463 hourly,$60.423 hourly,$52.7263 hourly,$21.6294 hourly,$13.9327 hourly,$31.527 hourly,$23.8303 hourly,$56.007 hourly,$48.3103 hourly,5-10%,$5.0018 hourly,current,,,No,7.91x,,,,,,
X8G 48xlarge,x8g.48xlarge,x8g,,Memory optimized,,3072 GiB,,,,,,,,,,0 units,192 vCPUs,16.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,,,,,EBS only,,,arm64,50 Gigabit,40000 Mbps,5000 MB/s,240000 IOPS,40000 Mbps,5000 MB/s,240000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$18.7584 hourly,$11.5598 hourly,$4.8253 hourly,$5.9551 hourly,$22.6176 hourly,$13.403 hourly,$6.6685 hourly,$8.5796 hourly,$18.8834 hourly,$11.6197 hourly,$4.9503 hourly,$6.8614 hourly,,,,,$20.634 hourly,$12.716 hourly,,,,,,,,,,,,,5-10%,,current,,,,,,,,,,
X8G Metal-48xl,x8g.metal-48xl,x8g,,Memory optimized,,3072 GiB,,,,,,,,,,0 units,192 vCPUs,16.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,,,,,EBS only,,,arm64,50 Gigabit,40000 Mbps,5000 MB/s,240000 IOPS,40000 Mbps,5000 MB/s,240000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$18.7584 hourly,$11.5598 hourly,$3.4882 hourly,$3.5257 hourly,$22.6176 hourly,$15.419 hourly,$5.3314 hourly,$5.3972 hourly,$18.8834 hourly,$11.6197 hourly,$3.6132 hourly,$3.679 hourly,,,,,$20.634 hourly,$12.716 hourly,,,,,,,,,,,,,10-15%,,current,,,,,,,,,,
I7I 48xlarge,i7i.48xlarge,i7i,"3,889,526.639",Storage optimized,278.0 fps,1536 GiB,5600 MT/s,Yes,2,21,48,96,761900 MB,320.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,Yes,Yes,Yes,Yes,45000 GB (12×3750 GB NVMe SSD),Yes,Yes,x86_64,Up to 100 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$18.121 hourly,,$3.3495 hourly,$3.7843 hourly,$21.9802 hourly,,$5.1927 hourly,$6.2336 hourly,$18.246 hourly,,$3.4745 hourly,$4.5154 hourly,$26.953 hourly,,$12.1065 hourly,$12.4047 hourly,$19.933 hourly,,$30.1978 hourly,,$49.993 hourly,,$98.953 hourly,,$21.3658 hourly,,$41.161 hourly,,$90.121 hourly,,15-20%,,current,,,No,9.25x,,,,,,
I7I Metal-48xl,i7i.metal-48xl,i7i,"4,142,394.822",Storage optimized,283.0 fps,1536 GiB,5600 MT/s,Yes,2,21,48,96,773965 MB,320.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,Yes,Yes,Yes,Yes,45000 GB (12×3750 GB NVMe SSD),Yes,Yes,x86_64,Up to 100 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$18.121 hourly,,$3.6991 hourly,$8.5026 hourly,$21.9802 hourly,,$5.5423 hourly,$16.4522 hourly,$18.246 hourly,,$3.8241 hourly,$14.734 hourly,$26.953 hourly,,$10.6441 hourly,$17.4446 hourly,$19.933 hourly,,$30.1978 hourly,,$49.993 hourly,,$98.953 hourly,,$21.3658 hourly,,$41.161 hourly,,$90.121 hourly,,5-10%,,current,,,No,9.43x,,,,,,
C8I 96xlarge,c8i.96xlarge,c8i,"8,808,854.734",Compute optimized,312.0 fps,768 GiB,7200 MT/s,Yes,6,28,32,64,126926 MB,480.0 MB,Yes,0 units,384 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Granite Rapids),3.9 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,100 Gigabit,80000 Mbps,10000 MB/s,480000 IOPS,80000 Mbps,10000 MB/s,480000 IOPS,Yes,1536,24,Yes,Yes,Yes,Yes,Unknown,No,,$17.9923 hourly,,$4.0088 hourly,$6.1073 hourly,$25.7107 hourly,,$7.6952 hourly,$10.8664 hourly,$18.1173 hourly,,$4.1338 hourly,$7.305 hourly,$35.6563 hourly,,$19.4632 hourly,$19.4632 hourly,$19.792 hourly,,$42.1459 hourly,,$81.7363 hourly,,$179.6563 hourly,,$24.4819 hourly,,$64.0723 hourly,,$161.9923 hourly,,<5%,,current,,,No,10.40x,,,,,,
C8I Metal-96xl,c8i.metal-96xl,c8i,"9,151,572.927",Compute optimized,277.0 fps,768 GiB,7200 MT/s,Yes,6,28,32,64,128941 MB,480.0 MB,Yes,0 units,384 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Granite Rapids),3.9 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,100 Gigabit,80000 Mbps,10000 MB/s,480000 IOPS,80000 Mbps,10000 MB/s,480000 IOPS,Yes,1536,24,Yes,Yes,Yes,Yes,Unknown,No,,$17.9923 hourly,,$3.4419 hourly,$4.2656 hourly,$25.7107 hourly,,$7.1283 hourly,$8.8613 hourly,$18.1173 hourly,,$3.5669 hourly,$5.2999 hourly,$35.6563 hourly,,$19.4632 hourly,$19.4632 hourly,$19.792 hourly,,$42.1459 hourly,,$81.7363 hourly,,$179.6563 hourly,,$24.4819 hourly,,$64.0723 hourly,,$161.9923 hourly,,<5%,,current,,,No,9.23x,,,,,,
R8GN 48xlarge,r8gn.48xlarge,r8gn,,Compute optimized,,1536 GiB,,,,,,,,,,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.8 GHz,,,,,EBS only,,,arm64,600 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,1200,24,Yes,Yes,Yes,Yes,Unknown,No,,$17.4893 hourly,,$3.9345 hourly,$4.7293 hourly,$21.3485 hourly,,$5.7777 hourly,$7.5952 hourly,$17.6143 hourly,,$4.0595 hourly,$5.877 hourly,,,,,$19.238 hourly,$8.23 hourly,,,,,,,,,,,,,5-10%,,current,,,,,,,,,,
I8G 48xlarge,i8g.48xlarge,i8g,"5,308,633.442",Storage optimized,276.0 fps,1536 GiB,,Yes,2,20,96,96,760402 MB,36.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,,,,,45000 GB (12×3750 GB NVMe SSD),Yes,Yes,arm64,Up to 100 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$16.4736 hourly,,$5.6733 hourly,$8.5755 hourly,$20.3328 hourly,,$7.5165 hourly,$18.3168 hourly,$16.5986 hourly,,$5.7983 hourly,$16.5986 hourly,,,,,$18.121 hourly,,,,,,,,,,,,,,<5%,,current,,,No,9.18x,,,,,,
G5 Graphics and Machine Learning GPU 48xlarge,g5.48xlarge,g5,"3,614,457.831",GPU instance,110.0 fps,768 GiB,3200 MT/s,Yes,2,32,48,96,382924 MB,192.0 MB,Yes,0 units,192 vCPUs,4.00 GiB/vCPU,8,NVIDIA A10G,192 GiB,8.6,0,0.0000 units,AMD EPYC 7R32,2.8 GHz,,,,,7600 GB (2×3800 GB NVMe SSD),Yes,Yes,x86_64,100 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,350,7,Yes,Yes,Yes,Yes,Unknown,Yes,,$16.288 hourly,$10.2614 hourly,$7.3645 hourly,$7.5775 hourly,$20.1472 hourly,$12.1046 hourly,$9.2077 hourly,$9.6708 hourly,$16.413 hourly,$10.3214 hourly,$7.4895 hourly,$7.9526 hourly,$25.12 hourly,$10.2614 hourly,$10.4608 hourly,$10.4872 hourly,$17.917 hourly,$11.288 hourly,,,,,,,,,,,,,>20%,$4.072 hourly,current,"Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere, Ampere",26.9°C,Yes,3.65x,41.0W,41.0W,1148 MHz,1148 MHz,4059 MHz,1146 MHz
F2 48xlarge,f2.48xlarge,f2,,FPGA Instances,,2048 GiB,,,,,,,,,,0 units,192 vCPUs,10.67 GiB/vCPU,0,,0 GiB,0,8,0.0000 units,AMD EPYC 7R13 Processor,2.95 GHz,,,,,7520 GB (8×940 GB NVMe SSD),Yes,Yes,x86_64,100 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$15.84 hourly,,,,$19.6992 hourly,,,,$15.965 hourly,,,,,,,,$17.424 hourly,,,,,,,,,,,,,,,,current,,,,,,,,,,
R8A 48xlarge,r8a.48xlarge,r8a,"7,250,506.368",Memory optimized,415.0 fps,1536 GiB,6400 MT/s,Yes,2,32,96,96,759883 MB,384.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 9R45 Processor,Up to 4.5 GHz,,,,,EBS only,,,x86_64,75 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,1536,24,Yes,Yes,Yes,Yes,Unknown,No,,$15.337 hourly,,$4.3983 hourly,$5.5237 hourly,$19.1962 hourly,,$6.2415 hourly,$7.9787 hourly,$15.462 hourly,,$4.5233 hourly,$6.2605 hourly,$24.169 hourly,,$11.6303 hourly,$11.6449 hourly,$16.871 hourly,,$27.4138 hourly,,$47.209 hourly,,$96.169 hourly,,$18.5818 hourly,,$38.377 hourly,,$87.337 hourly,,<5%,,current,,,No,13.80x,,,,,,
R8A Metal-48xl,r8a.metal-48xl,r8a,"6,825,673.841",Memory optimized,425.0 fps,1536 GiB,6400 MT/s,Yes,2,32,96,96,770807 MB,384.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 9R45 Processor,Up to 4.5 GHz,,,,,EBS only,,,x86_64,75 Gigabit,60000 Mbps,7500 MB/s,240000 IOPS,60000 Mbps,7500 MB/s,240000 IOPS,Yes,1536,24,Yes,Yes,Yes,Yes,Unknown,No,,$15.337 hourly,,$2.9918 hourly,$4.002 hourly,$19.1962 hourly,,$4.835 hourly,$7.5891 hourly,$15.462 hourly,,$3.1168 hourly,$5.8709 hourly,$24.169 hourly,,$11.6356 hourly,$11.6549 hourly,$16.871 hourly,,$27.4138 hourly,,$47.209 hourly,,$96.169 hourly,,$18.5818 hourly,,$38.377 hourly,,$87.337 hourly,,<5%,,current,,,No,14.20x,,,,,,
G6e Graphics and Machine Learning GPU 24xlarge,g6e.24xlarge,g6e,"1,793,470.646",GPU instance,144.0 fps,768 GiB,3200 MT/s,No,,,,,,,,0 units,96 vCPUs,8.00 GiB/vCPU,4,NVIDIA L40S,192 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,3800 GB (2×1900 GB NVMe SSD),Yes,Yes,x86_64,200 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,1000,20,Yes,Yes,Yes,Yes,Unknown,No,,$15.0656 hourly,$9.4913 hourly,$6.1192 hourly,$6.3551 hourly,$17.4464 hourly,$11.8721 hourly,$7.156 hourly,$7.729 hourly,$15.1906 hourly,$9.5512 hourly,$6.2442 hourly,$6.8172 hourly,$19.4816 hourly,$13.9073 hourly,$7.1139 hourly,$7.4114 hourly,$33.144 hourly,$9.56 hourly,,,,,,,,,,,,,>20%,,current,"Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace",31.3°C,Yes,4.80x,78.0W,78.0W,2520 MHz,2520 MHz,9001 MHz,1965 MHz
R7A 48xlarge,r7a.48xlarge,r7a,"5,477,107.403",Memory optimized,305.0 fps,1536 GiB,4800 MT/s,Yes,2,32,96,96,757868 MB,384.0 MB,Yes,0 units,192 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AMD EPYC 9R14 Processor,Up to 3.7 GHz,,,,,EBS only,,,x86_64,50 Gigabit,40000 Mbps,5000 MB/s,240000 IOPS,40000 Mbps,5000 MB/s,240000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,Yes,,$14.6064 hourly,$9.6621 hourly,$2.8462 hourly,$4.1699 hourly,$18.4656 hourly,$11.5053 hourly,$4.6894 hourly,$7.5237 hourly,$14.7314 hourly,$9.722 hourly,$2.9712 hourly,$5.8055 hourly,$23.4384 hourly,$18.4941 hourly,$11.4964 hourly,$11.5053 hourly,$16.067 hourly,$10.628 hourly,$26.6832 hourly,$21.7389 hourly,$46.4784 hourly,$41.5341 hourly,$95.4384 hourly,$90.4941 hourly,$17.8512 hourly,$12.9069 hourly,$37.6464 hourly,$32.7021 hourly,$86.6064 hourly,$81.6621 hourly,10-15%,$3.6516 hourly,current,,,No,10.10x,,,,,,
